"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"GaSaver: A Static Analysis Tool for Saving Gas","Z. Zhao; J. Li; Z. Su; Y. Wang","School of Software Engineering, Xi'an Jiaotong University, Xi'an, China; School of Cyber Science and Engineering, Xi'an Jiaotong University, Xi'an, China; School of Cyber Science and Engineering, Xi'an Jiaotong University, Xi'an, China; ETH Zürich, Zürich, Switzerland","IEEE Transactions on Sustainable Computing","","2022","PP","99","1","12","Smart contracts are programs running on Ethereum, whose deployment and use require gas. Gas measures the cost of performing specific operations as an index designed to quantify the computing power consumption. Existing unoptimized smart contracts make contract developers and users spend extra gas. To save gas and optimize smart contracts, this paper proposes a new tool named GaSaver for automatically detecting gas-expensive patterns based on Solidity source code. Specifically, we first identify 12 gas-expensive patterns in smart contracts and classify them into three categories: storage-related, judgment-related, and loop-related. Then, we deploy gas-expensive patterns and group them into three levels according to gas waste degree. By conducting extensive experiments on real data sets, we find that 89.68% of the 1172 smart contracts suffer from gas-expensive patterns, 94.27% of 1100 new smart contracts are gas-expensive, and 80.56% of 72 widely used smart contracts are affected. Finally, the experiment results show that the proposed GaSaver can effectively optimize smart contracts. Besides, the proportion of gas-expensive cases in widely used smart contracts is lower than that in the newly released smart contracts.","2377-3782","","10.1109/TSUSC.2022.3221444","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9946440","Code optimization;gas-expensive pattern;smart contract;solidity;static analysis","Source coding;Smart contracts;Blockchains;Codes;Optimization;Costs;Estimation","","","","","","","IEEE","11 Nov 2022","","","IEEE","IEEE Early Access Articles"
"Safety Warning! Decentralised and Automated Incentives for Disqualified Drivers Auditing in Ride-Hailing Services","Y. Lu; J. Zhang; Y. Qi; S. Qi; Y. Li; H. Song; Y. Liu","Department of Computer Science and Technology, Xi'an Jiaotong University, Xi'an, China; Department of Computer Science and Technology, Xi'an Jiaotong University, Xi'an, China; Department of Computer Science and Technology, Xi'an Jiaotong University, Xi'an, China; Department of Computer Science and Technology, Xi'an Jiaotong University, Xi'an, China; Department of Economics, Vrije Universiteit Amsterdam, Amsterdam, HV, The Netherlands; Department of Computer Science and Technology, Xi'an Jiaotong University, Xi'an, China; Department of Computer Science and Technology, Xi'an Jiaotong University, Xi'an, China","IEEE Transactions on Mobile Computing","3 Feb 2023","2023","22","3","1748","1762","Since 2011, the private ride-hailing companies Didi (2019), Uber (2019) and Lyft (2021) have expanded into more and more cities. These ride-hailing services (RHS) bring convenience to our life; however, at the same time they, also raise security concerns for users. For example, several recent news items show that a considerable number of registered drivers whose licenses have been revoked are still taking RHS orders on the respective platforms; this phenomenon directly leads to insecurity on part of its users and the bad reputation of the ride-hailing service provider (SP). The traditional solution to solve this problem is to periodically check the validity of the drivers’ licenses; however, it is a considerably time-consuming and costly process since the SPs have to manually interact with the governing authorities. Therefore, in this paper, we have presented an auditable self-sovereign identity system (named AudiSSI), which provides an efficient approach for the SPs to manage their registered drivers’ qualifications in a decentralized and automatic manner. Further, using smart contract technology, we propose a safety guarantee insurance in the form of an auditing contract to enable the RHS rider to check their driver's qualifications before the trip starts and get incentives once they detect a disqualified driver. We designed an incentive mechanism and have provided a game theoretical analysis. Finally, we implemented a prototype of AudiSSI and deployed it on Hyperledger Indy and Fabric to show that self-sovereign identity system for RHS driver with qualification auditing is efficient and technically feasible.","1558-0660","","10.1109/TMC.2021.3108012","Blockchain Core Technology Strategic Research Program of Ministry of Education(grant numbers:2020KJ010801); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9524519","Auditing;blockchain;smart contract;ride-hailing;game theory;insurance scheme;decentralized system","Vehicles;Distributed ledger;Licenses;Security;Insurance;Safety;Mobile computing","blockchains;contracts;data analysis;financial data processing;game theory;incentive schemes;insurance;security of data;transportation","AudiSSI;auditing contract;automated incentives;disqualified driver;disqualified drivers auditing;drivers qualifications;Hyperledger Indy;private ride-hailing companies;qualification auditing;registered drivers;RHS driver;RHS orders;RHS rider;ride-hailing service provider;safety guarantee insurance;safety warning;self-sovereign identity system;smart contract technology;Uber","","3","","44","IEEE","27 Aug 2021","","","IEEE","IEEE Journals"
"Deep Learning-Based Speech Recognition System using Blockchain for Biometric Access Control","O. Mounnan; O. Manad; L. Boubchir; A. El Mouatasim; B. Daachi","LIASD research Lab., University of Paris 8, France; Umanis Research & Innovation, Levallois-Perret, France; LIASD research Lab., University of Paris 8, France; Ibn Zohr University, Agadir, Morocco; LIASD research Lab., University of Paris 8, France","2022 Ninth International Conference on Software Defined Systems (SDS)","17 Mar 2023","2022","","","1","2","Deep learning-based automatic speech recognition is a promising technology that has witnessed high interest from academics and industrials and proved its efficiency in several fields, including biometric access control systems. In such systems, the use of biometric data is challenging, namely in the centralized environment. It represents several risks, including information leakage, unreliability, security, privacy, etc. To tackle these issues, several approaches are proposed based on blockchain technology, which has recently gained popularity in various areas. Given the risks related to data security and many others to the technologies involved, it is essential today to have specific protection, particularly for authentication, access control, authorization, secure transfer, traceability, etc. To this end, this project aims to provide secure and intrusion-tolerant intelligent infrastructure and platform, combining the aforementioned technologies to assist and facilitate the daily and professional lives of human beings, respecting their privacy and guaranteeing the security of data and transactions. This research project aims more specifically at cybersecurity based on deep learning through the speech recognition system on the one hand. On the other hand, the ultimate goal is to detect anomalies in the behavior of users once accessing the system. The blockchain will be used to ensure the authentication and identification processes, to deploy the security policy with the smart contract, and also to take care of the generation of the keys necessary for the encryption. The authentication and identification process is done through a combination of voice recognition and user credentials (attributes), using deep learning to extract features and then comparing the template generated with those stored in the blockchain. In addition, our objective is to optimize the voice recognition algorithms. The optimization of such a system requires performance optimization of the platform (i.e., maximization) and risk reduction (i.e., minimization).","","979-8-3503-4671-8","10.1109/SDS57574.2022.10062921","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10062921","Biometrics;Blockchain;Speech recognition;Deep learning;Access control","Deep learning;Privacy;Biometrics (access control);Data security;Smart contracts;Authentication;Speech recognition","authorisation;biometrics (access control);blockchains;computer network security;data privacy;deep learning (artificial intelligence);feature extraction;speech recognition","anomaly detection;authentication;authorization;biometric access control systems;biometric data;blockchain technology;centralized environment;cybersecurity;data security;deep learning-based automatic speech recognition;deep learning-based speech recognition system;identification process;information leakage;intrusion-tolerant intelligent infrastructure;platform optimization;risk reduction;secure intelligent infrastructure;secure transfer;security policy deployment;smart contract;specific protection;speech recognition system;user credentials;voice recognition algorithms","","","","6","IEEE","17 Mar 2023","","","IEEE","IEEE Conferences"
"Health Record Management Using Blockchain Technology","G. S. K; R. Kalpana; M. SK; K. S; P. PS","CSE KPR Institute of Engineering and Technology, Coimbatore, India; CSE, Karpagam Institute of Technology, Coimbatore, India; Computer Science and Engineering, KPR Institute of Engineering and Technology, Coimbatore, India; Computer Science and Engineering, KPR Institute of Engineering and Technology, Coimbatore, India; Computer Science and Engineering, KPR Institute of Engineering and Technology, Coimbatore, India","2022 8th International Conference on Smart Structures and Systems (ICSSS)","1 Jun 2022","2022","","","1","5","The world is progressing, but it needs healthy people to succeed, and health records are a measure of human health across time. When health records are stored in a single system, data breaches might occur. A data breach will cost healthcare organizations $ 380 per record, according to estimates. Incidents reported to the federal government in 2021 resulted in the compromising of more than 40 million medical records this year. As a result, we switched to a record-keeping center, Which has not made a great deal of a difference. Because the patient has no control over the data, there is a high chance of it being mishandled. As a result, we require a patient-centered strategy that is entirely decentralized, capable of detecting data theft, preventing data tampering, and granting patients access control. Blockchain technology is the most effective way to solve all problems and meet all needs. As a decentralized and distributed ledger, blockchain has the potential to impact billing, medical research, identity theft, record sharing, and data crimes in the future. In the department of health, Smart contracts help to clarify things more particularly. On the Blockchain, invocation, record creation, and validation will all take place. This article mainly focuses on the maintenance of the patients-focused architecture of health records with the use of blockchain, so here smart contracts can be used to modify or be newly added in the future to increase data interchange potential.","","978-1-6654-9761-9","10.1109/ICSSS54381.2022.9782228","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9782228","Health record management system;Blockchain;Data breaches;Decentralization;Authentication","Smart contracts;Government;Memory;Medical services;Switches;Data breach;Maintenance engineering","blockchains;electronic data interchange;health care;medical information systems;records management","record-keeping center;patient-centered strategy;data theft;Blockchain technology;record sharing;data crimes;record creation;health records;data interchange potential;health record management;human health;data breach;patients access control;distributed ledger;decentralized ledger;patients-focused architecture","","","","9","IEEE","1 Jun 2022","","","IEEE","IEEE Conferences"
"Hyperledger Fabric Blockchain and ROS 2 Integration for Autonomous Mobile Robots","S. Salimi; J. P. Queralta; T. Westerlund","Turku Intelligent Embedded and Robotic Systems (TIERS) Lab, University of Turku, Finland; Turku Intelligent Embedded and Robotic Systems (TIERS) Lab, University of Turku, Finland; Turku Intelligent Embedded and Robotic Systems (TIERS) Lab, University of Turku, Finland","2023 IEEE/SICE International Symposium on System Integration (SII)","15 Feb 2023","2023","","","1","8","Trust is increasingly becoming a key consideration in the design of autonomous robotic systems. In industrial applications, security and trust in the system are requirements for widespread adoption. Blockchain technologies have emerged as a potential solution to address identity management and secure data aggregation and control. However, the vast majority of works to date utilize Ethereum and smart contracts that are not scalable or well suited for industrial applications. This paper presents what is, to the best of our knowledge, the first integration of ROS 2 with the Hyperledger Fabric blockchain. With a framework that leverages Fabric smart contracts and ROS 2 through a Go application, we delve into the potential of using blockchain for controlling robots, and gathering and processing their data. We demonstrate the applicability of the proposed framework to an inventory management use-case where different robots are used to detect objects of interest in a given area. Designed to meet the requirements of distributed robotic systems, we show that the performance of the robots is not impacted significantly by the blockchain layer. At the same time, we provide examples for developing other applications that integrate Fabric smart contracts with ROS 2. Our results pave the way for further adoption of blockchain technologies in autonomous robotic systems for building trustable data sharing.","2474-2325","979-8-3503-9868-7","10.1109/SII55687.2023.10039326","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10039326","ROS 2;Blockchain technology;Secure robotic systems;Hyperledger Fabric;Multi-robot systems;Industrial robots;Inventory management;Fleet management","Service robots;Distributed ledger;Smart contracts;System integration;Inventory management;Robot sensing systems;Fabrics","blockchains;contracts;control engineering computing;cryptocurrencies;human-robot interaction;inventory management;mobile robots","autonomous mobile robots;autonomous robotic systems;blockchain layer;blockchain technologies;controlling robots;data aggregation;distributed robotic systems;Fabric smart contracts;Hyperledger Fabric blockchain;identity management;industrial applications;inventory management use-case;key consideration;ROS 2 integration","","","","34","IEEE","15 Feb 2023","","","IEEE","IEEE Conferences"
"Blockchain-Based Privacy Preservation Scheme for Misbehavior Detection in Lightweight IoMT Devices","S. Rahmadika; P. V. Astillo; G. Choudhary; D. G. Duguma; V. Sharma; I. You","Department of Electronic Engineering, Universitas Negeri Padang (UNP), Sumatera Barat, Indonesia; Department of Computer Engineering, University of San Carlos, Cebu City, Philippines; Department of Applied Mathematics and Computer Science, Technical University of Denmark (DTU), Kgs. Lyngby, Denmark; Department of Information Security Engineering, Soonchunhyang University, Asan, South Korea; School of Electronics, Electrical Engineering and Computer Science, Queen's University Belfast (QUB), Belfast, U.K.; Department of Information Security, Cryptology, and Mathematics, Kookmin University, Seoul, South Korea","IEEE Journal of Biomedical and Health Informatics","3 Feb 2023","2023","27","2","710","721","The Internet of Medical Things (IoMT) has risen to prominence as a possible backbone in the health sector, with the ability to improve quality of life by broadening user experience while enabling crucial solutions such as near real-time remote diagnostics. However, privacy and security problems remain largely unresolved in the safety area. Various rule-based methods have been considered to recognize aberrant behaviors in IoMT and have demonstrated high accuracy of misbehavior detection appropriate for lightweight IoT devices. However, most of these solutions have privacy concerns, especially when giving context during misbehavior analysis. Moreover, falsified or modified context generates a high percentage of false positives and sometimes causes a by-pass in misbehavior detection. Relying on the recent powerful consolidation of blockchain and federated learning (FL), we propose an efficient privacy-preserving framework for secure misbehavior detection in lightweight IoMT devices, particularly in the artificial pancreas system (APS). The proposed approach employs privacy-preserving bidirectional long-short term memory (BiLSTM) and augments the security through integrating blockchain technology based on Ethereum smart contract environment. The effectiveness of the proposed model is bench-marked empirically in terms of sustainable privacy preservation, commensurate incentive scheme with an untraceability feature, exhaustiveness, and the compact results of a variant neural network approach. As a result, the proposed model has a 99.93% recall rate, showing that it can detect virtually all possible malicious events in the targeted use case. Furthermore, given an initial ether value of 100, the solution's average gas consumption and Ether spent are 84,456.5 and 0.03157625, respectively.","2168-2208","","10.1109/JBHI.2022.3187037","National Research Foundation of Korea; Ministry of Education through Basic Science Research Program(grant numbers:NRF-2020R1I1A2073603); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9810160","Blockchain;federated learning;Internet of Medical Things (IoMT);misbehavior detection;privacy preservation;smart contract","Security;Internet of Things;Privacy;Blockchains;Data privacy;Behavioral sciences;Smart contracts","blockchains;data privacy;Internet of Things;learning (artificial intelligence);neural nets","APS;artificial pancreas system;BiLSTM;blockchain-based privacy preservation;crucial solutions;Ethereum smart contract environment;federated learning;Internet of Medical Things;lightweight IoMT devices;lightweight IoT devices;misbehavior analysis;privacy concerns;privacy-preserving bidirectional long-short term memory;real-time remote diagnostics;rule-based methods;secure misbehavior detection;sustainable privacy preservation","Humans;Blockchain;Privacy;Quality of Life;Aminosalicylic Acid;Ethers;Ethyl Ethers;Computer Security","6","","49","IEEE","28 Jun 2022","","","IEEE","IEEE Journals"
"Toward News Authenticity: Synthesizing Natural Language Processing and Human Expert Opinion to Evaluate News","M. A. I. Mahmud; A. A. T. Talukder; A. Sultana; K. I. A. Bhuiyan; M. S. Rahman; T. H. Pranto; R. M. Rahman","Department of Electrical and Computer Engineering, North South University, Dhaka, Bangladesh; Department of Electrical and Computer Engineering, North South University, Dhaka, Bangladesh; Department of Electrical and Computer Engineering, North South University, Dhaka, Bangladesh; Department of Electrical and Computer Engineering, North South University, Dhaka, Bangladesh; Department of Electrical and Computer Engineering, North South University, Dhaka, Bangladesh; Department of Electrical and Computer Engineering, North South University, Dhaka, Bangladesh; Department of Electrical and Computer Engineering, North South University, Dhaka, Bangladesh","IEEE Access","7 Feb 2023","2023","11","","11405","11421","The growing popularity of online news has prompted concerns regarding (i) the socio-political influence over news dissemination, (ii) the waning freedom of news media, (iii) and a facile news evaluation process. A piece of news having the power to capture a large audience and sow the seed of bizarre consequences on a national scale should be prudently evaluated before reaching the mass. In quest of making a substantial profit, and sometimes due to inevitable socio-political influence, news with biased heading outpours mass media, resulting in ambiguity and mass manipulation. In this paper, we suggest a blockchain, smart contract, and incremental machine learning-based news evaluation procedure for the Bengali language to overcome these challenges. Weighted synthesis of machine classification and human expert opinion in a decentralized platform are synthesized to evaluate news. With continuous data, the Natural Language Processing (NLP) model is incrementally trained, and the best version of the model is used to detect deprived fake news. During experiments, the NLP model with initial training and testing accuracy of 84.94% and 84.99% was increased to 93.75% and 93.80% after nine rounds of incremental model training. On the Ethereum test network, the protocols have been installed and tested. The simulation demonstrates successful implementation of our proposed system.","2169-3536","","10.1109/ACCESS.2023.3241483","Faculty Research Grant, North South University, Bashundhara, Dhaka, Bangladesh(grant numbers:CTRG-21-SEPS-19); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10034750","Blockchain;smart contract;natural language processing;incremental machine learning;fake news evaluation","Fake news;Natural language processing;Social networking (online);Blockchains;Data models;Support vector machines;Smart contracts","blockchains;contracts;learning (artificial intelligence);natural language processing;politics","deprived fake news;evaluate news;facile news evaluation process;human expert opinion;incremental machine learning-based news evaluation procedure;incremental model training;inevitable socio-political influence;mass media;Natural Language Processing model;news dissemination;news media;online news;synthesizing Natural Language Processing;toward news authenticity","","","","79","CCBY","1 Feb 2023","","","IEEE","IEEE Journals"
"Blockchain-based Multi-layer Data Security Sharing Model","Y. Wei; X. Cao","College of Computer, Nanjing University of Posts and Telecommunications, Nanjing, China; College of Computer, Nanjing University of Posts and Telecommunications, Nanjing, China","2022 International Conference on Cyber-Enabled Distributed Computing and Knowledge Discovery (CyberC)","5 Apr 2023","2022","","","57","65","Facing the era of big data, the traditional data sharing model has many problems such as low execution efficiency, opaque data sharing process, and inflexible processing, which can no longer meet the demand for secure data sharing. So we present a blockchain-based multi-layer data security sharing model (ML-DSM). The model not only combines blockchain and attribute-based access control technology, but also introduces malicious access behavior judgment and user rating mechanism. Judging malicious access behavior helps detect malicious users in time at the early stage of access control, and effectively prevents malicious attacks such as DoS. In the user rating mechanism, the smart contract evaluates the user's reputation level based on the user's current and historical reputation scores and judges whether the reputation level is higher than the level of the requested data. The rating mechanism not only dynamically adjusts the access rights of the requestor but also effectively reduces the average judgment time of access control. The final experimental analysis results show that the data sharing model in this paper can improve the execution efficiency of access control while ensuring the security of the shared data. Thus ML-DSM achieves more secure and efficient data sharing.","2833-8898","979-8-3503-3154-7","10.1109/CyberC55534.2022.00020","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10090209","blockchain;smart contract;data sharing;attribute-based access control;reputation level","Access control;Data security;Computational modeling;Smart contracts;Permission;Knowledge discovery;Data models","authorisation;Big Data;blockchains;computer network security;contracts;data privacy;security of data","access control technology;big data;blockchain-based multilayer data security sharing model;malicious access behavior judgment;opaque data;requested data;secure data sharing;shared data;traditional data sharing model;user rating mechanism","","","","23","IEEE","5 Apr 2023","","","IEEE","IEEE Conferences"
"Trusted Traceability and Certification of Refurbished Medical Devices Using Dynamic Composable NFTs","S. A. Gebreab; K. Salah; R. Jayaraman; J. Zemerly","Department of Electrical Engineering and Computer Science, Khalifa University of Science and Technology, Abu Dhabi, United Arab Emirates; Department of Electrical Engineering and Computer Science, Khalifa University of Science and Technology, Abu Dhabi, United Arab Emirates; Department of Industrial and Systems Engineering, Khalifa University of Science and Technology, Abu Dhabi, United Arab Emirates; Department of Electrical Engineering and Computer Science, Khalifa University of Science and Technology, Abu Dhabi, United Arab Emirates","IEEE Access","30 Mar 2023","2023","11","","30373","30389","Medical devices play a crucial role in the global healthcare system, but their high cost has led to the increasing adoption of refurbished medical devices as a sustainable alternative for hospitals and patients around the world. The repositioning of refurbished devices into the market, however, is accompanied by a number of challenges, including concerns about quality and safety, as well as the risk of fraudulent activities such as counterfeiting. To address these challenges, we propose an NFT-based solution for managing refurbished medical devices that creates a secure, transparent, and verifiable record of the refurbishment process to ensure the safety and quality of these devices. The proposed solution utilizes dynamic composable NFTs as digital representations of medical devices, with replacement parts and certificate documents embedded in a parent-child NFT hierarchy, and reprocessing steps captured and reflected through the evolution of the dynamic tokens. This serves to authenticate and track the movement of refurbished devices while also providing a trustworthy means of managing individual devices and their ownership. Furthermore, the integration of non-transferable NFTs as certificates of refurbishment acts as an effective mechanism for detecting suspect medical devices and instances of fraudulent labeling, thereby increasing buyer confidence and promoting user safety. We leverage the Interplanetary File System to store and keep track of the metadata of the tokenized components of the system. We present the system architecture and implementation details with tested algorithms. We develop a front-end decentralized application (DApp) to interact with the designed smart contracts and showcase their functionalities. We also conduct security analysis to demonstrate our system is resistant to common vulnerabilities and exploits. The smart contract code is made available on GitHub.","2169-3536","","10.1109/ACCESS.2023.3261555","Khalifa University of Science and Technology(grant numbers:RCII-2019-002); Center for Digital Supply Chain and Operations Management; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10080959","Blockchain;non-fungible tokens (NFTs);healthcare;refurbished products;trust;traceability","Medical devices;Nonfungible tokens;Costs;Supply chains;Safety;Smart contracts;Hospitals;Blockchains;Trust computing","biomedical equipment;blockchains;contracts;health care;trusted computing","DApp;dynamic composable NFTs;dynamic token evolution;fraudulent activities;front-end decentralized application;interplanetary file system;metadata tracking;parent-child NFT hierarchy;refurbished medical device certification;refurbishment acts;refurbishment process;security analysis;smart contracts;system architecture;tokenized system components;trusted traceability;verifiable record","","","","42","CCBYNCND","24 Mar 2023","","","IEEE","IEEE Journals"
"IOT Assisted Smart Farming using Data Science Techniques","V. Verma; Ramakant; H. Mathur; N. Agarwal","Computer Science and Engineering, Jaipur National University, Jaipur, India; Computer Science and Engineering, Jaipur National University, Jaipur, India; Computer Science and Engineering, Jaipur National University, Jaipur, India; Computer Science and Engineering, Jaipur National University, Jaipur, India","2022 IEEE World Conference on Applied Intelligence and Computing (AIC)","18 Aug 2022","2022","","","503","507","The rising global population demands a high yield of crop production. At present, farmers grow crops for all the people, but in case of contracting horticultural grounds and exhaustion of limited regular assets due to many reasons, and a massive increase in population, the need to improve ranch yield has turned out to be essential. Nowadays, there are various startups, technology innovators, and steps taken by the government that work to enhance total crop production. All those innovations taken for the farming framework are called smart Farming (SF). Smart Farming includes consolidating data and correspondence advances into apparatus, hardware, and sensors in the rural creation framework. The advancement of technologies must be reduced to convey meaningful information. The economy of nations like India is highly dependent on agricultural production. So disease detection in plants using an efficient algorithm is supposed to be a vital job in the farming field. This research paper is presented in three-fold:(1) Efficient way to detect disease and find cavity area; It presents Image Segmentation Algorithm (2) Using data analysis in different ways which will work for crops in a better way. The paper also presents two analysis methodologies, one is based on using an optical transducer for detecting the presence of Nitrogen (N), Phosphorous (P), and Potash (K) in soil, and the other analysis is based on the moisture content of the soil using sensors. (3)using machine learning algorithms to predict the number of fertilizers based on the collected features of soil samples, which will help farmers in amount prediction.","","978-1-6654-7988-2","10.1109/AIC55036.2022.9848867","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9848867","Software Big data;Internet of Things (IoT);Segmen-tation;Soil Moisture Sensor","Smart agriculture;Sociology;Crops;Moisture;Production;Soil;Optical sensors","agricultural engineering;agriculture;crops;data analysis;fertilisers;horticulture;image segmentation;Internet of Things;learning (artificial intelligence);moisture;nitrogen;object detection;phosphorus;plant diseases;sensors;soil","data science techniques;farmers;horticultural grounds;ranch yield;technology innovators;total crop production;rural creation framework;agricultural production;disease detection;image segmentation algorithm;IOT assisted smart farming;India;data analysis;optical transducer;nitrogen;phosphorous;potash;soil moisture content;sensor;machine learning algorithm;fertilizers","","","","13","IEEE","18 Aug 2022","","","IEEE","IEEE Conferences"
"Decentralized Image Sharing App using Blockchain","U. Chandrasekhar; E. G. Padmavati","Computer Science and Engineering BVRIT Hyderabad College of Engineering for Women, Hyderabad, India; Computer Science and Engineering BVRIT Hyderabad College of Engineering for Women, Hyderabad, India","2022 International Conference on Smart Generation Computing, Communication and Networking (SMART GENCON)","6 Apr 2023","2022","","","1","5","While the rise of social media swept the globe, in recent years, a discussion concerning the technology's ramifications has gained traction. Two key concerns, in particular, are concerns about user privacy and data, as well as concerns about centralized authority, including censorship. Because these two areas are directly related to the technical issues that decentralization addresses, there is a growing interest in blockchain-based data-sharing multimedia applications such as Instagram. This application prototypes a clone of Instagram, where the users can earn tokens for likes, shares comments on their posts. Their posts are copyright protected and similar duplicate posts will be detected.","","978-1-6654-5499-5","10.1109/SMARTGENCON56628.2022.10083875","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10083875","Blockchain;Ethereum;Smart Contract;Decentralization;Truffle;Ganache;Instagram","Data privacy;Social networking (online);Multimedia Web sites;Prototypes;Cloning;Censorship;Blockchains","blockchains;data privacy;mobile computing;social networking (online)","blockchain-based data-sharing multimedia applications;centralized authority;decentralization addresses;decentralized image sharing app;Instagram;key concerns;shares comments;social media;technical issues;technology;user privacy","","","","12","IEEE","6 Apr 2023","","","IEEE","IEEE Conferences"
"Control over Blockchain for Data-Driven Fault Tolerant Control in Industry 4.0","A. B. Masood; A. Hasan; V. Vassiliou; M. Lestas","University of Cyprus, Nicosia, Cyprus; CYENS Center of Excellence, Nicosia, Cyprus; University of Cyprus, Nicosia, Cyprus; Frederick University, Nicosia, Cyprus","2022 20th Mediterranean Communication and Computer Networking Conference (MedComNet)","1 Jul 2022","2022","","","131","139","The integration of information and communication technologies in industrial control systems brings enhanced automation options for Process Monitoring (PM) and control in Industry 4.0. However, it suffers from various cyber-security challenges due to the complex industrial environment and integrity of data logs for big data analytics. In this paper, a data-driven blockchain-based Fault-Tolerant Control (FTC) is proposed to address these issues. Blockchain ensures the integrity of data logs via its immutable ledger and decentralized architecture. Moreover, the blockchain smart contract functionality, embedded with attack detection, identification, and reconfiguration conditions realizes FTC and undertakes the mitigation response in case of cyber-attacks. The process monitoring mechanism embodies the principal component analysis technique and observer models trained via neural networks to detect an attack and identify the compromised component. An industrial benchmark Tennessee Eastman (TE) process is considered a case study to investigate the performance of the proposed framework. Two kinds of integrity attacks are applied to the sensors of the TE process with simulation results demonstrating the effectiveness of the method in mitigating the adversarial effect of the applied attacks on the overall system performance. The results are encouraging for the wider adoption of the control over the blockchain concept.","","978-1-6654-8729-0","10.1109/MedComNet55087.2022.9810433","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9810433","Blockchain;Big Data Analytics;Fault-Tolerant Control;Industrial Control Systems;Industry 4.0;Tennessee Eastman Process","Process monitoring;System performance;Simulation;Smart contracts;Process control;Sensor systems;Blockchains","Big Data;blockchains;computer crime;contracts;control engineering computing;data analysis;data integrity;fault diagnosis;fault tolerant computing;fault tolerant control;industrial control;principal component analysis;process monitoring;production engineering computing","industrial benchmark Tennessee Eastman;TE process;information and communication technologies;industrial control systems;cybersecurity;complex industrial environment;Big Data analytics;blockchain smart contract functionality;cyber-attacks;process monitoring;principal component analysis;data log integrity;data-driven blockchain-based fault tolerant control;data-driven blockchain-based FTC;Industry 4.0;identification;embedded with attack detection;reconfiguration conditions","","","","33","IEEE","1 Jul 2022","","","IEEE","IEEE Conferences"
"A Customizable dApp Framework for User Interactions in Decentralized Service Marketplaces","V. Ivankovic; Z. Shi; Z. Zhao","Informatics Institute, University of Amsterdam, Amsterdam, XH, the Netherlands; Informatics Institute, University of Amsterdam, Amsterdam, XH, the Netherlands; Informatics Institute, University of Amsterdam, Amsterdam, XH, the Netherlands","2022 IEEE International Conference on Smart Internet of Things (SmartIoT)","8 Sep 2022","2022","","","224","231","Blockchain technology has been utilized in many business cases due to its capability for the development of trustless systems. There is a huge potential for building service marketplaces on top of blockchain technology as decentralized applications (dApps). In such dApps, the point is to exchange and purchase assets and record these transactions on the blockchain to improve the transparency and trust of the marketplace. This work presents a software framework and describes the software prototype implementation, which allows for the provisioning of services on a dApp. The interactions between providers and customers involved in the procurement of services traded on the marketplace are recorded on a distributed ledger. In our dApp, services are provisioned via a configurable auctioning subsystem. Furthermore, after an auction for a service is finished, a Service Level Agreement (SLA) is finalized between a provider and customer. We include a decentralized witness monitoring subsystem to detect Service Level Objective (SLO) violations on this SLA, and witnesses participating in SLA monitoring earn token rewards for their service. Finally, we demonstrate the feasibility of our prototype using state-of-the-art smart contract testing methods.","2770-2677","978-1-6654-7952-3","10.1109/SmartIoT55134.2022.00043","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9874498","Blockchain;Decentralization;Service Marketplace;dApp","Procurement;Software algorithms;Smart contracts;Prototypes;Decentralized applications;Software;Blockchains","blockchains;business data processing;contracts;marketing data processing","decentralized service marketplaces;decentralized applications;trustless systems;business cases;blockchain technology;user interactions;customizable dApp framework;service level objective violations;decentralized witness monitoring subsystem;service level agreement;configurable auctioning subsystem;marketplace;software prototype implementation;software framework","","","","20","IEEE","8 Sep 2022","","","IEEE","IEEE Conferences"
