"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"EtherSolve: Computing an Accurate Control-Flow Graph from Ethereum Bytecode","F. Contro; M. Crosara; M. Ceccato; M. D. Preda","Computer Science department, University of Verona; Computer Science department, University of Verona; Computer Science department, University of Verona; Computer Science department, University of Verona","2021 IEEE/ACM 29th International Conference on Program Comprehension (ICPC)","28 Jun 2021","2021","","","127","137","Motivated by the immutable nature of Ethereum smart contracts and of their transactions, quite many approaches have been proposed to detect defects and security problems before smart contracts become persistent in the blockchain and they are granted control on substantial financial value. Because smart contracts source code might not be available, static analysis approaches mostly face the challenge of analysing compiled Ethereum bytecode, that is available directly from the official blockchain. However, due to the intrinsic complexity of Ethereum bytecode (especially in jump resolution), static analysis encounters significant obstacles that reduce the accuracy of exiting automated tools. This paper presents a novel static analysis algorithm based on the symbolic execution of the Ethereum operand stack that allows us to resolve jumps in Ethereum bytecode and to construct an accurate control-flow graph (CFG) of the compiled smart contracts. EtherSolve is a prototype implementation of our approach. Experimental results on a significant set of real world Ethereum smart contracts show that EtherSolve improves the accuracy of the execrated CFGs with respect to the state of the art available approaches. Many static analysis techniques are based on the CFG representation of the code and would therefore benefit from the accurate extraction of the CFG. For example, we implemented a simple extension of EtherSolve that allows to detect instances of the re-entrancy vulnerability.","2643-7171","978-1-6654-1403-6","10.1109/ICPC52881.2021.00021","Dipartimenti di Eccellenza; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9462980","Reverse engineering;Static analysis;Smart contract;Ethereum","Smart contracts;Prototypes;Static analysis;Blockchain;Detectors;Tools;Complexity theory","blockchains;contracts;flow graphs;Java;program diagnostics","official blockchain;static analysis algorithm;Ethereum operand stack;accurate control-flow graph;compiled smart contracts;EtherSolve;Ethereum smart contracts;static analysis techniques;security problems;substantial financial value;smart contracts source code;compiled Ethereum bytecode","","1","","42","IEEE","28 Jun 2021","","","IEEE","IEEE Conferences"
"TokenCat: Detect Flaw of Authentication on ERC20 Tokens","Z. He; Z. Liao; F. Luo; D. Liu; T. Chen; Z. Li","Center Of Cyber Security, University of Electronic Science and Technology of China; Center Of Cyber Security, University of Electronic Science and Technology of China; Center Of Cyber Security, University of Electronic Science and Technology of China; Foundational Security, Ant Group; Center Of Cyber Security, University of Electronic Science and Technology of China; Department of Computing, The Hong Kong Polytechnic University","ICC 2022 - IEEE International Conference on Communications","11 Aug 2022","2022","","","4999","5004","The development of blockchain has promoted the prosperity of the cryptocurrency ecosystem. The majority of cryptocurrencies are ERC20 tokens implemented based on Ethereum contracts. The major role of ERC20 tokens is to carry out various trades and loans in decentralized applications (DApps). To participate in DApps, users must grant the DApps permission to spend tokens on user behalf. However, if the authorization logic of token contract is flawed implementation, the holder of token will suffer tremendous financial losses. In this work, we detect the authentication implementation of the flaws in ERC20 token, which has not been done before. We find the authentication process of the token is implemented by operating the authentication data structure of the token. Therefore, we capture the operations of the authentication data structure in token contract to infer authentication behaviors and detect authentication defects. However, it’s not a simple task as most smart contracts are not open source and the bytecode of token contract lacks type information. To tackle these problems, we utilize symbolic execution on the token bytecode, then identify the authentication data structure and capture the operations by parsing the symbolic expressions, and finally detect authentication defects through the inferred authentication behavior. To best our knowledge, this is the first work to detect the flaws in the implementation of authentication in ERC20 Token. To automate the analysis, we implement our approach in a new tool named TokenCat and use it to inspect 245,822 tokens. As a result, the TokenCat found 491 ERC20 token authentication implementation flaws with 94% precision.","1938-1883","978-1-5386-8347-7","10.1109/ICC45855.2022.9839252","National Natural Science Foundation of China; National Natural Science Foundation of China; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9839252","Ethereum;smart contract;token;ERC20;authentication","Authorization;Smart contracts;Ecosystems;Authentication;Decentralized applications;Data structures;Cryptocurrency","blockchains;contracts;cryptocurrencies;data structures;financial data processing;message authentication","token contract;token bytecode;authentication data structure;TokenCat;ERC20 token authentication;blockchain;cryptocurrencies;Ethereum contracts;decentralized applications;DApps;symbolic expression parsing;authentication defect detection","","","","14","IEEE","11 Aug 2022","","","IEEE","IEEE Conferences"
"BC-BLPM: A multi-level security access control model based on blockchain technology","X. Yu; Z. Shu; Q. Li; J. Huang","College of Computer Science, National University of Defense Technology, Changsha, China; College of Electronic Engineering, National University of Defense Technology, Hefei, China; College of Electronic Engineering, National University of Defense Technology, Hefei, China; College of Electronic Engineering, National University of Defense Technology, Hefei, China","China Communications","15 Feb 2021","2021","18","2","110","135","Traditional multi-level security (MLS) systems have the defect of centralizing authorized facilities, which is difficult to meet the security requirements of modern distributed peer-to-peer network architecture. Blockchain is widely used in the field of access control with its decentralization, traceability and non-defective modification. Combining the blockchain technology and the Bell-LaPadula model, we propose a new access control model, named BC-BLPM, for MLS environment. The “multi-chain” blockchain architecture is used for dividing resources into isolated access domains, providing a fine-grained data protection mechanism. The access control policies are implemented by smart contracts deployed in each access domain, so that the side chains of different access domains storage access records from outside and maintain the integrity of the records. Finally, we implement the BC-BLPM prototype system using the Hyperledger Fabric. The experimental and analyt-ical results show that the model can adapt well to the needs of multi-level security environment, and it has the feasibility of application in actual scenarios.","1673-5447","","10.23919/JCC.2021.02.008","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9354738","multi-level security (MLS);access control;blockchain;multi-chain;smart contract","Security;Blockchain;Access control;Smart contracts;Peer-to-peer computing;Computational modeling;Cloud computing","access control;authorisation;blockchains;peer-to-peer computing","security requirements;peer-to-peer network architecture;nondefective modification;blockchain technology;Bell-LaPadula model;MLS environment;multichain blockchain architecture;isolated access domains;fine-grained data protection mechanism;access control policies;BC-BLPM prototype system;multilevel security environment;multilevel security access control model;traditional multilevel security systems;authorized facilities;access domains storage access records","","8","","","","15 Feb 2021","","","IEEE","IEEE Magazines"
"Decentralized Security Bounty Management on Blockchain and IPFS","A. Hoffman; E. Becerril-Blas; K. Moreno; Y. Kim","College of Engineering, University of Nevada, Las Vegas, Las Vegas, Nevada; College of Engineering, University of Nevada, Las Vegas, Las Vegas, Nevada; College of Engineering, University of Nevada, Las Vegas, Las Vegas, Nevada; College of Engineering, University of Nevada, Las Vegas, Las Vegas, Nevada","2020 10th Annual Computing and Communication Workshop and Conference (CCWC)","12 Mar 2020","2020","","","0241","0247","The rise of decentralized applications (DApps) have received great attention over the recent years due to the surge of attention towards blockchain technologies. Motivated by these recent disruptions, this paper introduces a blockchain based bug bounty program named Bountychain. This DApp utilizes an Ethereum based smart contract system and an interplanetary file system (IPFS) storage paradigm intended to be used by companies, industries, and testers. The smart contract model provides a safe, secure, and transparent platform for a bug bounty program. Testers will submit bugs via the blockchain, and companies will accept or reject the defect via the blockchain. Thus, testers will automatically get paid via the in-built smart contract system on a web interface, which will allow the tester to gain recognition and status no matter which company's bugs they find. The transactions on the chain will serve as a persistent and transparent record of software bugs, and IPFS will serve as a long-term storage system for bug details.","","978-1-7281-3783-4","10.1109/CCWC47524.2020.9031109","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9031109","Blockchain;IPFS;Ethereum;Smart Contract;Bug Bounty Program;Cyber Vulnerability Market","Computer bugs;Companies;Contracts;Peer-to-peer computing;Protocols","contracts;cryptography;Internet;online front-ends;program debugging","software bugs;IPFS;long-term storage system;bug details;decentralized security bounty management;DApp;blockchain based bug bounty program;interplanetary file system storage paradigm;smart contract model","","3","","26","IEEE","12 Mar 2020","","","IEEE","IEEE Conferences"
"A Data-analysis Evaluation Method for the Distribution Network Engineering Contractor","J. Lin; W. Hong; Y. Chen; Z. Huang; Y. Lin; C. Zhou; F. Chen; Z. Shao","Economic and Technological Research Institute State Grid Fujian Electric Power Co., Ltd., Fuzhou, China; Economic and Technological Research Institute State Grid Fujian Electric Power Co., Ltd., Fuzhou, China; Economic and Technological Research Institute State Grid Fujian Electric Power Co., Ltd., Fuzhou, China; Economic and Technological Research Institute State Grid Fujian Electric Power Co., Ltd., Fuzhou, China; Economic and Technological Research Institute State Grid Fujian Electric Power Co., Ltd., Fuzhou, China; College of Electrical Engineering and Automation, Fuzhou University Fujian Smart Electrical Engineering Technology Research Center, Fuzhou University, Fuzhou, China; College of Electrical Engineering and Automation, Fuzhou University Fujian Smart Electrical Engineering Technology Research Center, Fuzhou University, Fuzhou, China; College of Electrical Engineering and Automation, Fuzhou University Fujian Smart Electrical Engineering Technology Research Center, Fuzhou University, Fuzhou, China","2022 Asian Conference on Frontiers of Power and Energy (ACFPE)","29 Nov 2022","2022","","","356","360","There are some defects in the traditional evaluation method for reward and penalty system of distribution network engineering contractors. As the number of engineering projects contracted is increasing, the possibility of making mistakes by contractors is increasing as well. In this way, the punishment for the contractor which contracts more engineering projects will be more. To solve the problem, this paper presents an evaluation method based on data-analysis. Firstly, we calculate the penalty score of projects in turn and set the target of the total penalty score. Secondly, we calculate the penalty score of projects after considering the coefficients of them, and we calculate the objective function. And then, the best coefficient of the penalty system is calculated by hyper-parameter algorithm. Finally, the best coefficients of the penalty system and the function that can be fitted by the set of the best coefficients. The results show that the proposed method is available to solve the problem and make the evaluation for the penalty system of distribution network engineering contractors objectively.","","978-1-6654-7084-1","10.1109/ACFPE56003.2022.9952298","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9952298","evaluation;regression;hyper-parameter;contractor;distribution network","Distribution networks;Linear programming;Contracts","contracts;data analysis;distribution networks;electricity supply industry;project management","data-analysis evaluation method;distribution network engineering contractor;engineering projects;penalty score;penalty system","","","","8","IEEE","29 Nov 2022","","","IEEE","IEEE Conferences"
"User Profile and Mobile Number Portability for Beyond 5G: Blockchain-based Solution","F. Ghaffari; E. Bertin; N. Crespi","Orange Innovation, 14000 Caen, France; Orange Innovation, 14000 Caen, France; SAMOVAR, Telecom SudParis, Institut Polytechnique de Paris, 91120 Palaiseau, France","2023 26th Conference on Innovation in Clouds, Internet and Networks and Workshops (ICIN)","22 Mar 2023","2023","","","187","194","Mobile Number Portability (MNP) as a regulatory requirement for Mobile Network Operators (MNO), allows users to easily switch their operators while keeping their number. User subscription, profile management, and MNP procedures in current MNOs are handled in centralized systems and databases that rely on trusted third parties. Having a single point of failure, low scalability, high latency, imposed porting fees, data leakage in the central database, low availability, and need for re-subscription while porting procedure are the most highlighted defects of the conventional systems. Addressing these issues, we propose a Blockchain-based system to 1) manage user subscription and user profile/identity in a distributed database, and 2) mobile number and profile porting procedure. This solution eliminates any central point via managing the processes using smart contracts. Moreover, it decreases IT complexity, increases automation, provides low latency, and high confidentiality. The experiments confirm that this solution can provide fast and scalable profile management and porting solution.","2472-8144","979-8-3503-9804-5","10.1109/ICIN56760.2023.10073486","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10073486","User profile management;subscription;Mobile number porting;IPFS;Blockchain;smart contract","Technological innovation;Cloud computing;Scalability;Conferences;Smart contracts;Number portability;Switches","5G mobile communication;blockchains;contracts;distributed databases","Blockchain-based solution;Blockchain-based system;central database;central point;centralized systems;databases;distributed database;fast profile management;imposed porting fees;low availability;low scalability;MNP procedures;Mobile Network Operators;Mobile Number Portability;porting solution;profile porting procedure;regulatory requirement;scalable profile management;user subscription","","","","23","IEEE","22 Mar 2023","","","IEEE","IEEE Conferences"
"A stochastic unit commitment in power systems with high penetration of Smart Grid technologies","S. A. H. Bahreyni; M. A. Khorsand; S. Jadid","Center of Excellence for Power System Automation and Operation, Dept. of Electrical Engineering, Iran University of Science and Technology, Tehran, Iran; Center of Excellence for Power System Automation and Operation, Dept. of Electrical Engineering, Iran University of Science and Technology, Tehran, Iran; Center of Excellence for Power System Automation and Operation, Dept. of Electrical Engineering, Iran University of Science and Technology, Tehran, Iran","Iranian Conference on Smart Grids","19 Jul 2012","2012","","","1","6","Smart Grids are result of utilizing novel technologies such as energy storage systems, distributed generation, demand response resources, and communication technologies in power system to compensate some of its defects. Because of these technologies, various domains of power system will change. Power system operator will encounter various resources. Demand response resources which may be connected to distribution system or transmission system, distributed generation resources, energy storage systems, and renewable generations such as wind and PV farms are some of these resources. Power system operator should use a powerful methodology to manage these resources. Independent system operator should use a stochastic method to manage them. Stochastic unit commitment is presented in this paper to schedule various power resources such as distributed generation units, conventional thermal generation units, wind and PV farms, and demand response resources. Demand response resources which are connected to distribution network, Interruptible loads, distributed generation units, and conventional thermal generation units are used to provide required reserve for compensating stochastic nature of various resources and loads. In the presented model, resources connected to distribution network can participate in wholesale market through aggregators. Moreover, a three-program model which can be used by aggregators is presented in this article. Loads and distributed generation can contract with aggregators via these programs. A three-bus test system is used to illustrate usefulness of the presented model. The results show that ISO can manage the system effectively by using this model.","","978-964-463-479-6","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6243537","Stochastic Unit Commitment;Aggregator;Demand Response;Distributed Generation;Interruptible Loads;PV Farm;Wind Farm;Uncertainty","Uncertainty;Contracts;TV;Production","demand side management;distributed power generation;distribution networks;power generation scheduling;smart power grids;stochastic processes","stochastic unit commitment;power systems;smart grid technologies;energy storage systems;demand response resources;communication technologies;distribution system;transmission system;distributed generation resources;renewable generations;wind farms;PV farms;stochastic method;distributed generation units;thermal generation units;interruptible loads;three-program model;three-bus test system","","1","","7","","19 Jul 2012","","","IEEE","IEEE Conferences"
"A Novel Approach for Predictable Governance of Decentralized Autonomous Organizations Based on Parallel Intelligence","W. Ding; X. Liang; J. Hou; J. Li; Y. Rouabah; Y. Yuan; F. -Y. Wang","Institute of Systems Engineering, Macau University of Science and Technology, Macau, China; Institute of Systems Engineering, Macau University of Science and Technology, Macau, China; Institute of Systems Engineering, Macau University of Science and Technology, Macau, China; State Key Laboratory for Management and Control of Complex Systems, Institute of Automation, Chinese Academy of Sciences, Beijing, China; Institute of Systems Engineering, Macau University of Science and Technology, Macau, China; School of Mathematics and the Engineering Research Center of Finance Computation and Digital Engineering, Ministry of Education, Renmin University of China, Beijing, China; State Key Laboratory for Management and Control of Complex Systems, Chinese Academy of Sciences, Beijing, China","IEEE Transactions on Systems, Man, and Cybernetics: Systems","14 Apr 2023","2023","53","5","3092","3103","Decentralized autonomous organizations (DAOs) have become an indispensable part of digital infrastructure in recent years. The unique organizational characteristics and functional structure empower them to become an effective tool for solving corporate governance issues, including contract risks, principal-agent dilemmas, etc. However, DAOs themselves also face a variety of governance issues. On one hand, as a new economic organization model, the existing corporate governance theories and methods are no longer fully applicable to DAOs. On the other hand, unpredictable logic vulnerabilities and code loopholes in the governance mechanism might cause devastating damage to DAOs. The parallel intelligence theory based on the ACP method (i.e., artificial systems, computational experiments, and parallel execution) is an elegant research paradigm and a practical approach tailored to solving these challenges. As such, we propose a novel parallel governance framework for DAOs based on the parallel intelligence theory and further discuss its technical methodology and implementation model. Furthermore, we construct a parallel governance system for GnosisDAO and conduct computational experiments to validate the effectiveness of its governance mechanism. The experimental results not only confirm the defects of the GnosisDAO governance mechanism but also illustrate parallel governance as a useful research direction to solve existing governance problems of DAOs.","2168-2232","","10.1109/TSMC.2022.3224250","National Key Research and Development Program of China(grant numbers:2018AAA0101401); Science and Technology Development Fund, Macau(grant numbers:0050/2020/A1); Open Research Fund of The State Key Laboratory for Management and Control of Complex Systems(grant numbers:20200111); National Natural Science Foundation of China(grant numbers:72171236,72171230,62103411); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9971776","Blockchain;decentralized autonomous organizations (DAOs);GnosisDAO;parallel governance;parallel intelligence;smart contracts","Organizations;Proposals;Smart contracts;Companies;Complex systems;Decision making;Stakeholders","blockchains;contracts;organisational aspects;parallel processing;risk management","corporate governance issues;DAOs;decentralized autonomous organizations;economic organization model;existing corporate governance theories;existing governance problems;functional structure empower;GnosisDAO governance mechanism;parallel execution;parallel governance framework;parallel governance system;parallel intelligence theory;predictable governance;principal-agent dilemmas;unique organizational characteristics","","","","59","IEEE","6 Dec 2022","","","IEEE","IEEE Journals"
"Integrating Blockchain in Safety-Critical Systems: An Application to the Nuclear Industry","M. Díaz; E. Soler; L. Llopis; J. Trillo","ITIS Software Institute, Universidad de Málaga, Málaga, Spain; ITIS Software Institute, Universidad de Málaga, Málaga, Spain; ITIS Software Institute, Universidad de Málaga, Málaga, Spain; ITIS Software Institute, Universidad de Málaga, Málaga, Spain","IEEE Access","26 Oct 2020","2020","8","","190605","190619","Safety-Critical Systems (SCSs) often manage sensible data that must be trustworthy, especially in many cases in which different actors participate whose interests may not coincide. Blockchain is a disruptive technology that has emerged to ensure the trustfulness of data. The nuclear industry incorporates many SCSs where blockchain can be applied. This paper focuses on the use of blockchain for the inspection of steam generators of a nuclear power plant. This is a critical process where different actors participate: plant property, external companies in charge of the inspection itself and different administrations. It typically consists of a number of processes that explore the state of different components of the plant in order to find any kind of failure or defect and it generates a great amount of data that must be verifiable and trustworthy. A distributed blockchain-based system is presented where all the nodes share the information and it cannot be altered. As a novelty, automatic inspection algorithms are stored in the blockchain itself by means of smart contracts. The benefits of blockchain are studied for the nuclear industry in general and for the inspection process in particular. In order to explore the possible drawbacks of a blockchain-based system for data management, a simulator has been implemented to recreate the scenario of an inspection. The results obtained show that blockchain architectures are a good alternative to traditional information repositories for nuclear power plant inspections.","2169-3536","","10.1109/ACCESS.2020.3032322","Spanish Project (“rFOG: Improving Latency and Reliability of Offloaded Computation to the FOG for Critical Services”) Ministerio de Ciencia, Innovación y Universidades(grant numbers:RTI2018-099777-B-100); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9229377","Blockchain;distributed applications;inspection;non destructive testing;nuclear power plant","Blockchain;Inspection;Power generation;Smart contracts;Electron tubes;Distributed ledger","boilers;contracts;cryptography;distributed databases;inspection;nuclear engineering computing;nuclear power stations;power engineering computing;safety-critical software;software architecture","nuclear industry;safety-critical systems;SCSs;distributed blockchain-based system;inspection process;data management;blockchain architectures;nuclear power plant inspections;steam generators;plant property;automatic inspection algorithms;smart contracts","","6","","33","CCBY","19 Oct 2020","","","IEEE","IEEE Journals"
"Blockchain-Based Access and Timeliness Control for Administrative Punishment Market Supervision","Y. He; R. Jiang; X. Ni; S. Xu; T. Chen; J. Feng","China University of Political Science and Law, Beijing, China; Big Data Security, Big Data Research Center, University of Electronic Science and Technology of China, Chengdu, China; Big Data Security, Big Data Research Center, University of Electronic Science and Technology of China, Chengdu, China; Research Institute of Cyberspace Security of CETC, China; Big Data Security, Big Data Research Center, University of Electronic Science and Technology of China, Chengdu, China; China University of Political Science and Law, Beijing, China","IEEE Internet of Things Journal","","2023","PP","99","1","1","Administrative punishment is one of the most important ways of enforcing administrative law in the field of market supervision in China. However, at the current stage, the abuse of data access permission and the difficulty in managing timeliness in administrative punishment still remain unresolved, which hinders the legalization and standardization of the administrative punishment system. Inspired by blockchain, which is inherently traceable, tamper-proof, and transparent, we design a system, punishment supervisor (PEATS), which is suitable for administrative punishment and technically overcomes the defects of the traditional administrative punishment procedure. To prevent the abuse of data access permission, we innovatively introduce the ACG (authorization control gateway) to verify the access permission of users based on the records in the MSD (market supervision department) contract. To ensure the timeliness of the administrative punishment procedure, we design a special case contract that has the same status as the general case processing state of administrative punishment to track case progress on the blockchain. We experiment and evaluate PEATS in terms of functionality and performance and find that PEATS provides traceability, transparency, and timeliness assurance. In addition, PEATS has 80.9% of the throughput of a traditional server with no more than an additional 3% latency and at most 60 KB additional storage space per case.","2327-4662","","10.1109/JIOT.2023.3264805","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10108911","Market Supervision;Administrative Punishment;Blockchain;Smart Contract","Blockchains;Law;Smart contracts;Internet of Things;Personnel;Logic gates;Regulation","","","","","","","CCBY","25 Apr 2023","","","IEEE","IEEE Early Access Articles"
"EIDM: A Ethereum-Based Cloud User Identity Management Protocol","S. Wang; R. Pei; Y. Zhang","School of Science, Xi’an University of Technology, Xi’an, China; School of Science, Xi’an University of Technology, Xi’an, China; School of Computer Science and Engineering, Xi’an University of Technology, Xi’an, China","IEEE Access","27 Aug 2019","2019","7","","115281","115291","In cloud system, user identity authentication is a key problem. If design defects persist in a cloud user identity authentication scheme, direct risks of sensitive data loss and severe information breach will be incurred. At present, the main problem of cloud user identity management system is that it relies too much on third-party services. Although some third-party-detachment schemes have been proposed in recent years, most of them still rely heavily on cloud server-centered design system. In this paper, a cloud user identity management protocol based on ethereum blockchain was proposed, followed by an establishment of a simple credit management system framework. The new protocol is an improved version of CIDM (Consolidated Identity Management) referred to as EIDM (Ethrerum-based Identity Management) protocol. In the improved protocol, JWT (JSON Web Token) in OAuth 2.0 was used to introduce smart contracts into EIDM protocol, and the credit management system was added to the system so that it can provide a credible identity authentication protocol for cloud users and service providers. The new protocol solves the problem of over-reliance on third parties in the existing identity management system solutions. In the end, an analysis on the security of the new protocol showed that the EIDM protocol proposed in this paper presents more diversified security guarantees relative to the CIDM protocol. The performance evaluation results also indicated that the new protocol demonstrates better practicability and flexibility.","2169-3536","","10.1109/ACCESS.2019.2933989","National Natural Science Foundation of China(grant numbers:61572019); Key Research and Development Program of Shaanxi(grant numbers:2019GY-028); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8792212","Cloud computing;identity management;blockchain;reputation;smart contract","Cloud computing;Identity management systems;Blockchain;Smart contracts;Authentication","authorisation;cloud computing;cryptographic protocols;data privacy;message authentication;mobile computing","Ethereum-based cloud user identity management protocol;cloud system;cloud user identity authentication scheme;cloud user identity management system;third-party-detachment schemes;cloud server-centered design system;simple credit management system framework;EIDM protocol;credible identity authentication protocol;cloud users;service providers;CIDM protocol;identity management system solutions;ethrerum-based identity management;consolidated identity management","","16","","26","CCBY","8 Aug 2019","","","IEEE","IEEE Journals"
"Blockchain-Based WDP Solution for Real-Time Heterogeneous Computing Resource Allocation","W. -C. Wu; C. -J. Chew; Y. -C. Chen; C. -H. Wu; T. H. Chen; J. -S. Lee","Department and Graduate Institute of Finance, National Taipei University of Business, Taipei, Taiwan; Department of Information Engineering and Computer Science, Feng Chia University, Taichung, Taiwan; Department of Information Engineering and Computer Science, Feng Chia University, Taichung, Taiwan; Department of Information Engineering and Computer Science, Feng Chia University, Taichung, Taiwan; Department of Information Engineering and Computer Science, Feng Chia University, Taichung, Taiwan; Department of Information Engineering and Computer Science, Feng Chia University, Taichung, Taiwan","IEEE Transactions on Network and Service Management","1 Feb 2023","2022","19","4","3810","3821","The utilization of cloud and edge computing has become one of the most prevailing resource supply mechanisms. Thousands of enterprise users and Internet of Things (IoT) devices have performed operations through services sold by computing resource providers. So far, the auction match is the main strategy for allocating resources, in which there exists a trusted third party playing a role as a broker to deal with resource allocation requests for both providers and consumers. The main concerns in resource allocation architecture are how and how long to solve the Winner Determination Problem (WDP), which is used to lay out the match outcome. It is not easy for a single broker with limited computing power to generate an optimal solution in a short period since its corresponding time complexity is regarded as the NP-hard problem. Meanwhile, it is hard for people to trust the third party thoroughly. That is, there are three potential issues, including centralization, data security, and untrustworthiness in traditional matching architecture. In particular, the real-time matching cannot be achieved to fulfill users who have urgent needs of computing resources. To solve above issues, we have designed a trustworthy and real-time decentralized computing resource allocation platform based on blockchain and smart contract. In order to optimize the allocation results, we improve the Non-dominated Sorting Genetic Algorithm II (NSGA-II) for miners to reach the consensus mechanism. Experimental results and comparison analysis have demonstrated that potential defects could be addressed in the new method, and the real-time resource allocation can be preserved firmly despite the balance vibration of market supply and demand.","1932-4537","","10.1109/TNSM.2022.3215988","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9925641","Real-time;resource allocation;blockchain;smart contract;winner determination problem","Resource management;Real-time systems;Cloud computing;Smart contracts;Edge computing;Computer architecture;Supply and demand","blockchains;cloud computing;combinatorial mathematics;computational complexity;edge computing;genetic algorithms;resource allocation;trusted computing","auction match;blockchain;centralization;cloud computing;data security;decentralized computing resource allocation;edge computing;heterogeneous computing resource allocation;non-dominated sorting genetic algorithm II;NP-hard problem;NSGA-II;resource allocation architecture;time complexity;trustworthy computing resource allocation;untrustworthiness;WDP;winner determination problem","","","","23","IEEE","20 Oct 2022","","","IEEE","IEEE Journals"
"Defending Data Poisoning Attack via Trusted Platform Module and Blockchain Oracle","M. Huang; S. Cao; X. Li; K. Huang; X. Zhang","School of Information and Software Engineering, Institute for Cyber Security University of Electronic Science and Technology of China, China; School of Computer Science and Engineering, Institute for Cyber Security University of Electronic Science and Technology of China, China; School of Computer Science and Engineering, Institute for Cyber Security University of Electronic Science and Technology of China, China; School of Computer Science and Engineering, Institute for Cyber Security University of Electronic Science and Technology of China, China; School of Computer Science and Engineering, Institute for Cyber Security University of Electronic Science and Technology of China, China","ICC 2022 - IEEE International Conference on Communications","11 Aug 2022","2022","","","1245","1250","With the development of Internet of Things (IoT) technology, the digital pill has been employed as an IoT system for emerging remote health monitoring to detect the impact of medicine intake on patients’ biological index. The medical data is then used for model training with federated learning. An adversary can launch poisoning attacks by tampering with patients’ medical data, which will lead to misdiagnosis of the patients’ conditions. Lots of studies have been conducted to defend against poisoning attacks based on blockchain or hardware. However, 1) Blockchain-based schemes can only exploit on-chain data to deal with poisoning attacks due to the lack of off-chain trusted entities. 2) Typical hardware-based schemes have the bottleneck of single point of failure. To overcome these defects, we propose a defense scheme via multiple Trusted Platform Modules (TPMs) and blockchain oracle. Benefitting from multiple TPMs verification results, a distributed blockchain oracle is proposed to obtain off-chain verification results for smart contracts. Then, the smart contracts could utilize the off-chain verification result to identify poisoning attacks and store the unique identifiers of the non-threatening IoT device immutably on the blockchain as a whitelist of federated learning participants. Finally, we analyze the security features and evaluate the performance of our scheme, which shows the robustness and efficiency of the proposed work.","1938-1883","978-1-5386-8347-7","10.1109/ICC45855.2022.9838252","Research and Development; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9838252","Internet of Things (IoT);Digital healthcare;Federated Learning;Blockchain Oracle;Trusted Platform Module","Training;Performance evaluation;Smart contracts;Collaborative work;Hardware;Robustness;Blockchains","blockchains;computer crime;health care;Internet of Things;learning (artificial intelligence);medical computing;patient monitoring;trusted computing","data poisoning attack;trusted platform module;Internet of Things;IoT system;remote health monitoring;TPM;distributed blockchain oracle;off-chain verification;patient biological index;medical data tampering;federated learning","","","","26","IEEE","11 Aug 2022","","","IEEE","IEEE Conferences"
